site,lang,url_from_table,label,title,title_len,metadesc,desc_len,focus_keyphrase,related_keyphrases,h1
kharkiv,ru,/ru/services/soft-tissue-urinary-surgery/,Оперативные вмешательства на мочевыделительной системе,Операции на мочевом пузыре у животных в Харькове – для собак и кошек,68,"Цистотомия, удаление мочевых камней, лечение обструкций мочевыводящих путей у собак и кошек в Харькове. Ингаляционная анестезия.",128,,,Мягкотканная хирургия: оперативные вмешательства на мочевыделительной системе
kharkiv,uk,/services/soft-tissue-surgery/,М’якотканинна хірургія,М'якотканинна хірургія для тварин у Харкові – операції для собак та кішок,73,"Видалення гриж, новоутворень, складні операції у собак та кішок у Харкові. Досвідчені ветеринарні хірурги, інгаляційна анестезія.",129,,,М'якотканинна хірургія
kharkiv,ru,/ru/services/soft-tissue-surgery/,Хирургия мягких тканей,Мягкотканная хирургия для животных в Харькове – операции для собак и кошек,74,"Удаление грыж, новообразований, сложные операции у собак и кошек в Харькове. Опытные ветеринарные хирурги, ингаляционная анестезия.",131,,,Мягкотканная хирургия
kharkiv,uk,/services/blood-bank/,Банк крові,Банк крові для тварин у Харкові – переливання крові собакам та кішкам,69,"Донорська кров та переливання крові для собак та кішок у Харкові в екстрених випадках. Перевірена кров, безпечна процедура.",123,,,Банк крові
kharkiv,ru,/ru/services/blood-bank/,Банк крови,Банк крови для животных в Харькове – переливание крови собакам и кошкам,71,"Донорская кровь и переливание крови для собак и кошек в Харькове в экстренных случаях. Проверенная кровь, безопасная процедура.",127,,,Банк крови
kharkiv,uk,/services/ophthalmology/,Офтальмологія,Офтальмологія для тварин у Харкові – ветеринарний офтальмолог для собак та кішок,80,"Діагностика та лікування очних хвороб у собак та кішок у Харкові: травми, запалення, катаракта, виразки рогівки. Прийом ветеринарного офтальмолога.",147,,,Офтальмологія
kharkiv,ru,/ru/services/ophthalmology/,Офтальмология,Офтальмология для животных в Харькове – ветеринарный офтальмолог для собак и кошек,82,"Диагностика и лечение глазных болезней у собак и кошек в Харькове: травмы, воспаления, катаракта, язвы роговицы. Приём ветеринарного офтальмолога.",146,,,Офтальмология
kharkiv,uk,/services/dental-services/,Стоматологічні послуги,Стоматологія для тварин у Харкові – ветеринарний стоматолог для собак та кішок,78,"Видалення зубного каменю, лікування зубів, санація ротової порожнини у собак та кішок у Харкові. Безпечна анестезія, сучасне обладнання.",136,,,Стоматологічні послуги
kharkiv,ru,/ru/services/dental-services/,Стоматологические услуги,Стоматология для животных в Харькове – ветеринарный стоматолог для собак и кошек,80,"Удаление зубного камня, лечение зубов, санация ротовой полости у собак и кошек в Харькове. Безопасная анестезия, современное оборудование.",138,,,Стоматологические услуги
kharkiv,uk,/services/neurological-appointment/,Неврологічний прийом,Неврологія для тварин у Харкові – ветеринарний невролог для собак та кішок,74,"Діагностика судом, паралічу, атаксії, тремору у собак та кішок у Харкові. Прийом досвідченого ветеринарного невролога, направлення на МРТ.",138,,,Неврологічний прийом
kharkiv,ru,/ru/services/neurological-appointment/,Неврологический прием,Неврология для животных в Харькове – ветеринарный невролог для собак и кошек,76,"Диагностика судорог, паралича, атаксии, тремора у собак и кошек в Харькове. Приём опытного ветеринарного невролога, направление на МРТ.",135,,,Неврологический приём
kharkiv,uk,/services/orthopedic-appointment/,Ортопедичний прийом,Ортопедія для тварин у Харкові – ветеринарний ортопед для собак та кішок,72,"Лікування травм кінцівок, дисплазії суглобів, захворювань хребта у собак та кішок у Харкові. Ортопедичний огляд, рентген, операції.",131,,,Ортопедичний прийом
kharkiv,ru,/ru/services/orthopedic-appointment/,Ортопедический прием,Ортопедия для животных в Харькове – ветеринарный ортопед для собак и кошек,74,"Лечение травм конечностей, дисплазии суставов, заболеваний позвоночника у собак и кошек в Харькове. Ортопедический осмотр, рентген, операции.",141,,,Ортопедический приём
kharkiv,uk,/services/soft-tissue-surgery-surgical-interventions-on-the-hepatobiliary-system/,Оперативні втручання на гепатобіліарній системі,Операції на печінці та жовчному міхурі у тварин у Харкові – для собак та кішок,78,"Хірургічне лікування захворювань печінки та жовчного міхура у собак та кішок у Харкові. Холецистектомія, резекція печінки, біопсія.",131,,,М'якотканинна хірургія: оперативні втручання на гепатобіліарній системі
kharkiv,ru,/ru/services/soft-tissue-surgery-surgical-interventions-on-the-hepatobiliary-system/,Операции на гепатобилиарной системе,Операции на печени и желчном пузыре у животных в Харькове – для собак и кошек,77,"Хирургическое лечение заболеваний печени и желчного пузыря у собак и кошек в Харькове. Холецистэктомия, резекция печени, биопсия.",129,,,Мягкотканная хирургия: оперативные вмешательства на гепатобилиарной системе
kharkiv,uk,/services/home-services/,"Послуги, які надаються на дому",Ветеринар на дому у Харкові – виїзд до собак та кішок,53,"Виїзд ветеринара додому у Харкові: огляд, УЗД, вакцинація, ін'єкції для собак та кішок. Без стресу та черг у клініці.",117,,,Ветеринар на дому
kharkiv,ru,/ru/services/home-services/,Вызов ветеринара на дом,Ветеринар на дому в Харькове – выезд к собакам и кошкам,55,"Выезд ветеринара на дом в Харькове: осмотр, УЗИ, вакцинация, инъекции для собак и кошек. Без стресса и очередей в клинике.",122,ветеринар на дом харьков,вызов ветеринара на дом харьков цена; вызов ветеринара на дом харьков,Ветеринар на дому
kharkiv,uk,/services/soft-tissue-surgery-surgical-interventions-on-the-gastrointestinal-tract/,Оперативні втручання на ШКТ,Операції на ШКТ у тварин у Харкові – хірургія для собак та кішок,64,"Ентеротомія, резекція кишечника, гастротомія у собак та кішок у Харкові. Хірургічне лікування захворювань шлунково-кишкового тракту.",132,,,М'якотканинна хірургія: оперативні втручання на ШКТ
kharkiv,ru,/ru/services/soft-tissue-surgery-surgical-interventions-on-the-gastrointestinal-tract/,Операции на ЖКТ,Операции на ЖКТ у животных в Харькове – хирургия для собак и кошек,66,"Энтеротомия, резекция кишечника, гастротомия у собак и кошек в Харькове. Хирургическое лечение заболеваний желудочно-кишечного тракта.",134,,,Мягкотканная хирургия: оперативные вмешательства на ЖКТ
kharkiv,uk,/services/dermatology/,Дерматологія,Дерматологія для тварин у Харкові – ветеринарний дерматолог для собак та кішок,78,"Лікування алергій, свербежу, дерматитів, грибкових інфекцій у собак та кішок у Харкові. Прийом ветеринарного дерматолога, зіскоби, аналізи.",139,,,Дерматологія
kharkiv,ru,/ru/services/dermatology/,Дерматология,Дерматология для животных в Харькове – ветеринарный дерматолог для собак и кошек,80,"Лечение аллергий, зуда, дерматитов, грибковых инфекций у собак и кошек в Харькове. Приём ветеринарного дерматолога, соскобы, анализы.",133,,,Дерматология
kharkiv,uk,/services/reproductive-medicine-and-newborn-care/,Репродуктологія та допомога новонародженим,Репродуктологія для тварин у Харкові – стерилізація та кесарів розтин собак та кішок,84,"Стерилізація, кастрація, кесарів розтин, допомога новонародженим у собак та кішок у Харкові. Ветеринарний репродуктолог.",120,,,Репродуктологія та допомога новонародженим
kharkiv,ru,/ru/services/reproductive-medicine-and-newborn-care/,Репродуктология и помощь новорожденным,Репродуктология для животных в Харькове – стерилизация и кесарево сечение собак и кошек,87,"Стерилизация, кастрация, кесарево сечение, помощь новорождённым у собак и кошек в Харькове. Ветеринарный репродуктолог.",119,,,Репродуктология и помощь новорождённым
kharkiv,uk,/services/anesthesia-support/,Анестезіологічний супровід,Анестезія для тварин у Харкові – інгаляційний наркоз для собак та кішок,71,"Інгаляційний наркоз та анестезіологічний супровід операцій у собак, кішок та екзотичних тварин у Харкові. Моніторинг показників під час втручання.",146,,,Анестезіологічний супровід
kharkiv,ru,/ru/services/anesthesia-support/,Анестезиологическое сопровождение,Анестезия для животных в Харькове – ингаляционный наркоз для собак и кошек,74,"Ингаляционный наркоз и анестезиологическое сопровождение операций у собак, кошек и экзотических животных в Харькове. Мониторинг показателей.",140,,,Анестезиологическое сопровождение
kharkiv,uk,/services/express-tests/,Експрес-тести,Експрес-тести для тварин у Харкові – швидка діагностика собак та кішок,70,"Швидка діагностика інфекцій у собак та кішок у Харкові: чума, панлейкопенія, парвовірус, лямблії. Результат за 10 хвилин.",121,,,Експрес-тести
kharkiv,ru,/ru/services/express-tests/,Экспресс-тесты,Экспресс-тесты для животных в Харькове – быстрая диагностика собак и кошек,74,"Быстрая диагностика инфекций у собак и кошек в Харькове: чума, панлейкопения, парвовирус, лямблии. Результат за 10 минут.",121,,,Экспресс-тесты
kharkiv,uk,/services/research-in-external-laboratories/,Дослідження у зовнішніх лабораторіях,Аналізи у зовнішніх лабораторіях для тварин у Харкові – собаки та кішки,71,"Спеціалізовані та рідкісні аналізи для собак та кішок у Харкові через зовнішні лабораторії. ПЛР, гормони, генетика, гістологія.",127,,,Дослідження у зовнішніх лабораторіях
kharkiv,ru,/ru/services/research-in-external-laboratories/,Исследования во внешних лабораториях,Анализы во внешних лабораториях для животных в Харькове – собаки и кошки,72,"Специализированные и редкие анализы для собак и кошек в Харькове через внешние лаборатории. ПЦР, гормоны, генетика, гистология.",127,,,Исследования во внешних лабораториях
kharkiv,uk,/services/cytological-studies/,Цитологічні дослідження,Цитологія для тварин у Харкові – аналіз клітин собак та кішок,61,"Цитологічне дослідження пухлин, шкіри, слизових оболонок у собак та кішок у Харкові. Швидкі результати, точна діагностика.",122,,,Цитологічні дослідження
kharkiv,ru,/ru/services/cytological-studies/,Цитологические исследования,Цитология для животных в Харькове – анализ клеток собак и кошек,63,"Цитологическое исследование опухолей, кожи, слизистых оболочек у собак и кошек в Харькове. Быстрые результаты, точная диагностика.",130,,,Цитологические исследования
kharkiv,uk,/services/laboratory-stool-and-urine-tests/,Лабораторія: дослідження калу та сечі,Аналіз сечі та калу для тварин у Харкові – лабораторія для собак та кішок,73,"Дослідження сечі та калу у собак та кішок у Харкові: виявлення інфекцій, паразитів, кристалів, запальних процесів.",114,,,Лабораторія: дослідження калу та сечі
kharkiv,ru,/ru/services/laboratory-stool-and-urine-tests/,Лаборатория: исследования кала и мочи,Анализ мочи и кала для животных в Харькове – лаборатория для собак и кошек,74,"Исследование мочи и кала у собак и кошек в Харькове: выявление инфекций, паразитов, кристаллов, воспалительных процессов.",121,,,Лаборатория: исследование кала и мочи
kharkiv,uk,/services/laboratory-blood-tests/,Лабораторія: дослідження крові,Аналізи крові для тварин у Харкові – ветеринарна лабораторія для собак та кішок,79,"Загальний, біохімічний та розгорнутий аналіз крові для собак та кішок у Харкові. Швидке виконання, точні результати, консультація лікаря.",137,,,Лабораторія: дослідження крові
kharkiv,ru,/ru/services/laboratory-blood-tests/,Лаборатория: исследования крови,Анализы крови для животных в Харькове – ветеринарная лаборатория для собак и кошек,82,"Общий, биохимический и развёрнутый анализ крови для собак и кошек в Харькове. Быстрое выполнение, точные результаты, консультация врача.",136,,,Лаборатория: исследование крови
kharkiv,uk,/services/intensive-care-unit/,Відділення реанімації та інтенсивної терапії,Реанімація тварин у Харкові – інтенсивна терапія собак та кішок,63,"Цілодобова реанімація та інтенсивна терапія собак та кішок у Харкові. Апаратна підтримка, постійний моніторинг, ургентна допомога.",130,,,Відділення реанімації та інтенсивної терапії
kharkiv,ru,/ru/services/intensive-care-unit/,Отделение реанимации и интенсивной терапии,Реанимация животных в Харькове – интенсивная терапия собак и кошек,66,"Круглосуточная реанимация и интенсивная терапия собак и кошек в Харькове. Аппаратная поддержка, постоянный мониторинг, ургентная помощь.",136,,,Отделение реанимации и интенсивной терапии
kharkiv,uk,/services/endoscopy/,Ендоскопія,Ендоскопія для тварин у Харкові – гастроскопія та бронхоскопія собак та кішок,77,"Ендоскопічна діагностика ШКТ і дихальних шляхів у собак та кішок у Харкові: гастроскопія, колоноскопія, риноскопія, бронхоскопія.",129,,,Ендоскопія
kharkiv,ru,/ru/services/endoscopy/,Эндоскопия,Эндоскопия для животных в Харькове – гастроскопия и бронхоскопия собак и кошек,78,"Эндоскопическая диагностика ЖКТ и дыхательных путей у собак и кошек в Харькове: гастроскопия, колоноскопия, риноскопия, бронхоскопия.",133,,,Эндоскопия
kharkiv,uk,/services/radiology/,Радіологія,Рентген для тварин у Харкові – ветеринарна радіологія для собак та кішок,72,"Рентгенографія для собак та кішок у Харкові: переломи, пухлини, сторонні тіла, патології суглобів. Цифровий рентген, швидкі результати.",135,,,Радіологія
kharkiv,ru,/ru/services/radiology/,Радиология,Рентген для животных в Харькове – ветеринарная радиология для собак и кошек,75,"Рентгенография для собак и кошек в Харькове: переломы, опухоли, инородные тела, патологии суставов. Цифровой рентген, быстрые результаты.",137,рентген для животных харьков,,Радиология
kharkiv,uk,/services/diagnostics/,"Діагностика: УЗД, ЕХОкГ, тонометрія, ЕКГ","УЗД, ЕКГ, ЕХОкГ для тварин у Харкові – діагностика собак та кішок",65,"УЗД органів, ехокардіографія, ЕКГ, тонометрія для собак та кішок у Харкові. Сучасна апаратна діагностика, результати під час прийому.",133,,,"Діагностика: УЗД, ЕХОкГ, тонометрія, ЕКГ"
kharkiv,ru,/ru/services/diagnostics/,"Диагностика: УЗИ, ЭхоКГ, тонометрия, ЭКГ","УЗИ, ЭКГ, ЭХОкГ для животных в Харькове – диагностика собак и кошек",67,"УЗИ органов, эхокардиография, ЭКГ, тонометрия для собак и кошек в Харькове. Современная аппаратная диагностика, результаты на приёме.",133,,,"Диагностика: УЗИ, ЭХОкГ, тонометрия, ЭКГ"
kharkiv,uk,/services/complex-therapeutic-manipulations/,Складні терапевтичні маніпуляції,Складні терапевтичні процедури для тварин у Харкові – лікування собак та кішок,78,"Інфузійна терапія, складні маніпуляції та постійний нагляд ветеринара для собак та кішок у Харкові. Лікування важких стаціонарних випадків.",139,,,Складні терапевтичні маніпуляції
kharkiv,ru,/ru/services/complex-therapeutic-manipulations/,Сложные терапевтические манипуляции,Сложные терапевтические процедуры для животных в Харькове – лечение собак и кошек,81,"Инфузионная терапия, сложные манипуляции и постоянный контроль ветеринара для собак и кошек в Харькове. Лечение тяжёлых стационарных случаев.",141,,,Сложные терапевтические манипуляции
kharkiv,uk,/services/basic-therapeutic-manipulations/,Базові терапевтичні маніпуляції,Терапевтичні процедури для тварин у Харкові – крапельниці та ін'єкції собакам та кішкам,87,"Встановлення катетерів, крапельниці, обробка ран, ін'єкції для собак та кішок у Харкові. Базові маніпуляції швидко та безпечно.",127,,,Базові терапевтичні маніпуляції
kharkiv,ru,/ru/services/basic-therapeutic-manipulations/,Базовые терапевтические манипуляции,Терапевтические процедуры для животных в Харькове – капельницы и инъекции собакам и кошкам,90,"Установка катетеров, капельницы, обработка ран, инъекции для собак и кошек в Харькове. Базовые манипуляции быстро и безопасно.",126,,,Базовые терапевтические манипуляции
kharkiv,uk,/services/reception-department/,Приймальне відділення,Ветеринарний прийом у Харкові – огляд собак та кішок без черги,62,"Первинний ветеринарний огляд, консультація та направлення на аналізи у Харкові. Прийом собак та кішок без черги, запис онлайн.",126,,,Приймальне відділення
kharkiv,ru,/ru/services/reception-department/,Приемное отделение,Ветеринарный приём в Харькове – осмотр собак и кошек без очереди,64,"Первичный ветеринарный осмотр, консультация и направление на анализы в Харькове. Приём собак и кошек без очереди, запись онлайн.",128,,,Приёмное отделение
